Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Benzen","","Bob","Conservative","Conservateur",N,Y,102
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Forsyth","","Scott","Liberal","Libéral",N,N,31
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Garvey","","Stephen J.","National Advancement","Avancement National",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Gerow","","Darcy","Libertarian","Libertarien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Knorren","","Taryn","Green Party","Parti Vert",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 1","Calgary",N,N,"",0,466,"Willerton","","Jeff","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Benzen","","Bob","Conservative","Conservateur",N,Y,113
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Forsyth","","Scott","Liberal","Libéral",N,N,44
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Garvey","","Stephen J.","National Advancement","Avancement National",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Gerow","","Darcy","Libertarian","Libertarien",N,N,1
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Knorren","","Taryn","Green Party","Parti Vert",N,N,2
48007,"Calgary Heritage","Calgary Heritage"," 2","Calgary",N,N,"",1,427,"Willerton","","Jeff","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Benzen","","Bob","Conservative","Conservateur",N,Y,87
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Forsyth","","Scott","Liberal","Libéral",N,N,35
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Garvey","","Stephen J.","National Advancement","Avancement National",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Gerow","","Darcy","Libertarian","Libertarien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Knorren","","Taryn","Green Party","Parti Vert",N,N,1
48007,"Calgary Heritage","Calgary Heritage"," 3","Calgary",N,N,"",0,399,"Willerton","","Jeff","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Benzen","","Bob","Conservative","Conservateur",N,Y,98
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Forsyth","","Scott","Liberal","Libéral",N,N,58
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Garvey","","Stephen J.","National Advancement","Avancement National",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Gerow","","Darcy","Libertarian","Libertarien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Knorren","","Taryn","Green Party","Parti Vert",N,N,2
48007,"Calgary Heritage","Calgary Heritage"," 4","Calgary",N,N,"",0,423,"Willerton","","Jeff","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Benzen","","Bob","Conservative","Conservateur",N,Y,105
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Forsyth","","Scott","Liberal","Libéral",N,N,26
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Garvey","","Stephen J.","National Advancement","Avancement National",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Gerow","","Darcy","Libertarian","Libertarien",N,N,1
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Knorren","","Taryn","Green Party","Parti Vert",N,N,2
48007,"Calgary Heritage","Calgary Heritage"," 5","Calgary",N,N,"",0,348,"Willerton","","Jeff","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,4
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Benzen","","Bob","Conservative","Conservateur",N,Y,56
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Forsyth","","Scott","Liberal","Libéral",N,N,30
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Garvey","","Stephen J.","National Advancement","Avancement National",N,N,1
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Gerow","","Darcy","Libertarian","Libertarien",N,N,0
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Knorren","","Taryn","Green Party","Parti Vert",N,N,4
48007,"Calgary Heritage","Calgary Heritage"," 6","Calgary",N,N,"",0,498,"Willerton","","Jeff","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,4
48007,"Calgary Heritage","Calgary Heritage"," 7","Calgary",N,N,"",0,459,"Ahmed","","Khalis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,1
